epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
336,1278.45,1.47028,4.93854,1.16026,0.67931,0.67121,0.70775,0.43695,1.32049,4.56896,1.15212,6.37529e-06,6.37529e-06,6.37529e-06
337,1282.3,1.47227,4.81682,1.13106,0.68402,0.67055,0.7076,0.43725,1.31658,4.56507,1.15043,6.18476e-06,6.18476e-06,6.18476e-06
338,1286.24,1.48977,4.94582,1.14309,0.68725,0.66938,0.70771,0.43789,1.31462,4.56446,1.14936,5.99693e-06,5.99693e-06,5.99693e-06
339,1290.08,1.49013,4.96549,1.14956,0.69092,0.66759,0.70833,0.43687,1.32043,4.56959,1.15185,5.81181e-06,5.81181e-06,5.81181e-06
340,1293.8,1.46616,4.9105,1.14547,0.6891,0.66947,0.70812,0.43688,1.31922,4.5658,1.15136,5.62942e-06,5.62942e-06,5.62942e-06
341,1297.6,1.46086,4.80689,1.14868,0.68247,0.67099,0.70759,0.43658,1.32133,4.56927,1.1524,5.44977e-06,5.44977e-06,5.44977e-06
342,1301.35,1.46495,4.76875,1.12488,0.67884,0.67499,0.70746,0.43628,1.3243,4.57413,1.15365,5.27286e-06,5.27286e-06,5.27286e-06
343,1305.14,1.47985,4.92603,1.15737,0.68058,0.67426,0.70832,0.43663,1.32098,4.56947,1.15214,5.09872e-06,5.09872e-06,5.09872e-06
344,1308.97,1.45927,4.82991,1.14528,0.68702,0.66918,0.70841,0.43817,1.31279,4.55944,1.14858,4.92734e-06,4.92734e-06,4.92734e-06
345,1312.76,1.49528,5.04726,1.14644,0.68649,0.66959,0.70866,0.43911,1.30854,4.55424,1.14675,4.75874e-06,4.75874e-06,4.75874e-06
346,1316.67,1.49862,4.94534,1.13444,0.68646,0.67039,0.70879,0.43896,1.30911,4.55513,1.14705,4.59294e-06,4.59294e-06,4.59294e-06
347,1320.48,1.50291,4.97919,1.15041,0.68919,0.66917,0.7088,0.43842,1.31282,4.56248,1.14858,4.42993e-06,4.42993e-06,4.42993e-06
348,1324.23,1.50869,5.02416,1.15652,0.68611,0.67139,0.70859,0.43796,1.31442,4.56202,1.14924,4.26974e-06,4.26974e-06,4.26974e-06
349,1327.96,1.48394,4.8817,1.14806,0.68504,0.66908,0.70852,0.4381,1.31316,4.562,1.14885,4.11236e-06,4.11236e-06,4.11236e-06
350,1331.77,1.47508,4.87191,1.14699,0.68714,0.66653,0.70834,0.43849,1.31074,4.56237,1.14783,3.95782e-06,3.95782e-06,3.95782e-06
351,1338.15,1.27467,4.02545,1.19865,0.67849,0.6723,0.70759,0.43953,1.29982,4.5546,1.14324,3.80612e-06,3.80612e-06,3.80612e-06
352,1341.72,1.27577,4.08007,1.1967,0.67846,0.67001,0.70678,0.44232,1.28351,4.54833,1.13614,3.65727e-06,3.65727e-06,3.65727e-06
353,1345.18,1.27954,4.10436,1.21099,0.67993,0.66936,0.70662,0.44532,1.27209,4.5423,1.13155,3.51127e-06,3.51127e-06,3.51127e-06
354,1348.62,1.23787,3.98101,1.1924,0.67954,0.66936,0.70651,0.44649,1.26869,4.54095,1.13012,3.36815e-06,3.36815e-06,3.36815e-06
355,1352.09,1.2432,3.98546,1.18556,0.68037,0.66871,0.70673,0.44571,1.27128,4.54197,1.13131,3.2279e-06,3.2279e-06,3.2279e-06
356,1355.57,1.26899,3.99144,1.18833,0.68095,0.66848,0.70741,0.44401,1.27861,4.54174,1.134,3.09053e-06,3.09053e-06,3.09053e-06
357,1359.05,1.27049,4.06549,1.21811,0.68001,0.67033,0.70779,0.44423,1.28159,4.54303,1.13517,2.95606e-06,2.95606e-06,2.95606e-06
358,1362.51,1.27705,4.00875,1.19394,0.68637,0.6678,0.70849,0.44414,1.28063,4.5376,1.1346,2.82449e-06,2.82449e-06,2.82449e-06
359,1365.89,1.25903,4.04117,1.19872,0.68989,0.6653,0.70839,0.4449,1.27608,4.53362,1.13273,2.69583e-06,2.69583e-06,2.69583e-06
360,1369.41,1.27484,4.0992,1.19837,0.69183,0.6631,0.70822,0.44552,1.27197,4.53009,1.13123,2.57009e-06,2.57009e-06,2.57009e-06
361,1372.88,1.27933,4.05614,1.21281,0.69561,0.66101,0.70833,0.44605,1.27007,4.52747,1.13043,2.44727e-06,2.44727e-06,2.44727e-06
362,1376.39,1.26754,4.02859,1.19906,0.6946,0.66243,0.70868,0.44632,1.27032,4.52587,1.13046,2.32739e-06,2.32739e-06,2.32739e-06
363,1379.9,1.26887,4.03936,1.1959,0.6943,0.66221,0.70887,0.44605,1.27175,4.52446,1.13106,2.21045e-06,2.21045e-06,2.21045e-06
364,1383.42,1.25701,4.03355,1.19729,0.69391,0.66253,0.70882,0.44584,1.27307,4.52818,1.1315,2.09645e-06,2.09645e-06,2.09645e-06
365,1386.94,1.27681,4.01989,1.19334,0.69545,0.66151,0.70885,0.44585,1.27378,4.5287,1.13198,1.98541e-06,1.98541e-06,1.98541e-06
366,1390.45,1.28419,4.11315,1.2199,0.69775,0.66025,0.70889,0.44568,1.27331,4.52913,1.13178,1.87734e-06,1.87734e-06,1.87734e-06
367,1393.85,1.25829,4.03951,1.18204,0.70037,0.65954,0.70904,0.44597,1.27249,4.52894,1.13146,1.77223e-06,1.77223e-06,1.77223e-06
368,1397.35,1.25662,4.02021,1.19327,0.70202,0.65835,0.70917,0.44581,1.27283,4.53044,1.13159,1.67009e-06,1.67009e-06,1.67009e-06
369,1400.94,1.26084,3.97468,1.19638,0.69989,0.65959,0.70902,0.44545,1.27415,4.53032,1.13204,1.57094e-06,1.57094e-06,1.57094e-06
370,1404.49,1.25178,3.99662,1.17428,0.69959,0.66025,0.70906,0.44543,1.2751,4.53004,1.13235,1.47477e-06,1.47477e-06,1.47477e-06
371,1408,1.27099,4.06782,1.20831,0.69975,0.65993,0.70889,0.44539,1.27503,4.52875,1.13235,1.3816e-06,1.3816e-06,1.3816e-06
372,1411.57,1.26554,4.02421,1.18794,0.69904,0.66096,0.70884,0.44558,1.27502,4.52728,1.13228,1.29143e-06,1.29143e-06,1.29143e-06
373,1414.98,1.253,4.01344,1.192,0.69959,0.66079,0.70905,0.44548,1.27467,4.52809,1.1322,1.20426e-06,1.20426e-06,1.20426e-06
374,1418.43,1.27693,4.0544,1.21563,0.70115,0.65977,0.70913,0.44591,1.27357,4.52645,1.13172,1.1201e-06,1.1201e-06,1.1201e-06
375,1421.9,1.2833,4.06102,1.20565,0.69873,0.66155,0.70921,0.44594,1.27204,4.5253,1.13107,1.03896e-06,1.03896e-06,1.03896e-06
376,1425.43,1.27015,3.9808,1.18099,0.70095,0.66072,0.70928,0.44627,1.27059,4.52407,1.13066,9.60835e-07,9.60835e-07,9.60835e-07
377,1428.94,1.27339,3.99051,1.19685,0.7006,0.66034,0.70906,0.44666,1.26967,4.5235,1.1303,8.85737e-07,8.85737e-07,8.85737e-07
378,1432.45,1.25759,4.04871,1.19723,0.70165,0.65976,0.70908,0.44669,1.26928,4.52253,1.1302,8.13668e-07,8.13668e-07,8.13668e-07
379,1435.93,1.26979,4.05419,1.20051,0.69991,0.66021,0.70927,0.4465,1.26968,4.52211,1.13037,7.44633e-07,7.44633e-07,7.44633e-07
380,1439.43,1.26791,3.98135,1.18903,0.70038,0.66039,0.70906,0.44618,1.27024,4.52243,1.13057,6.78636e-07,6.78636e-07,6.78636e-07
381,1442.97,1.2564,3.97095,1.17209,0.70032,0.66069,0.70951,0.44641,1.27079,4.52355,1.13075,6.15682e-07,6.15682e-07,6.15682e-07
382,1446.48,1.28751,4.0121,1.20135,0.70095,0.66004,0.70962,0.44627,1.2712,4.52271,1.1309,5.55775e-07,5.55775e-07,5.55775e-07
383,1449.97,1.28073,4.0423,1.18975,0.70095,0.66016,0.70966,0.4466,1.27143,4.52188,1.13097,4.98917e-07,4.98917e-07,4.98917e-07
384,1453.4,1.26732,4.03725,1.19479,0.70082,0.66005,0.70964,0.44648,1.2715,4.52194,1.13096,4.45112e-07,4.45112e-07,4.45112e-07
385,1456.93,1.27605,4.00804,1.1933,0.70063,0.65997,0.70969,0.44622,1.27184,4.52118,1.13114,3.94365e-07,3.94365e-07,3.94365e-07
386,1460.41,1.25679,3.99618,1.1929,0.70057,0.65966,0.70969,0.44641,1.27203,4.52115,1.13121,3.46677e-07,3.46677e-07,3.46677e-07
387,1463.74,1.26749,3.97628,1.18506,0.70045,0.65996,0.70975,0.44631,1.27199,4.52082,1.13116,3.02052e-07,3.02052e-07,3.02052e-07
388,1467.25,1.28098,4.01624,1.20361,0.70061,0.66026,0.70961,0.4461,1.27195,4.52161,1.13114,2.60493e-07,2.60493e-07,2.60493e-07
389,1470.81,1.27149,4.00808,1.19986,0.7009,0.6603,0.70967,0.44649,1.27188,4.5206,1.13117,2.22002e-07,2.22002e-07,2.22002e-07
390,1474.28,1.281,4.03741,1.19851,0.70114,0.66034,0.70982,0.44669,1.27199,4.52189,1.13123,1.86581e-07,1.86581e-07,1.86581e-07
391,1477.75,1.24971,3.99015,1.1807,0.69996,0.66051,0.70968,0.44644,1.272,4.52163,1.13119,1.54233e-07,1.54233e-07,1.54233e-07
392,1481.26,1.24193,3.96944,1.18776,0.70034,0.66111,0.70972,0.44624,1.27194,4.52099,1.13119,1.2496e-07,1.2496e-07,1.2496e-07
393,1484.74,1.26379,3.97208,1.18117,0.70022,0.66086,0.70972,0.44654,1.27191,4.52165,1.13117,9.87635e-08,9.87635e-08,9.87635e-08
394,1488.23,1.26672,3.95306,1.18752,0.70151,0.66033,0.70967,0.44628,1.27199,4.52178,1.13121,7.56451e-08,7.56451e-08,7.56451e-08
395,1491.71,1.26046,4.01154,1.19208,0.69994,0.66082,0.70961,0.44625,1.27194,4.52199,1.13118,5.56062e-08,5.56062e-08,5.56062e-08
396,1495.19,1.27049,3.9897,1.18872,0.70034,0.6609,0.7097,0.44653,1.27185,4.52176,1.13114,3.86481e-08,3.86481e-08,3.86481e-08
397,1498.64,1.2846,4.05149,1.194,0.70133,0.66007,0.70973,0.44631,1.2719,4.52201,1.13116,2.4772e-08,2.4772e-08,2.4772e-08
398,1502.14,1.28578,4.06542,1.2008,0.70033,0.66078,0.70961,0.44651,1.27187,4.52119,1.13115,1.39785e-08,1.39785e-08,1.39785e-08
399,1505.82,1.27534,4.04543,1.20266,0.7012,0.65991,0.70967,0.44623,1.27187,4.5216,1.13113,6.26837e-09,6.26837e-09,6.26837e-09
400,1509.32,1.25791,4.01895,1.17973,0.69994,0.66079,0.70962,0.44625,1.27188,4.52183,1.13117,1.64212e-09,1.64212e-09,1.64212e-09
